INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(1, 3, 91, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(215, 12, 107, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(216, 12, 108, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(217, 23, 103, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(218, 23, 104, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(219, 23, 105, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(220, 23, 106, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(221, 23, 107, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(222, 23, 108, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(223, 30, 103, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(224, 30, 104, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(225, 30, 105, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(226, 30, 106, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(227, 30, 107, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(228, 30, 108, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(229, 13, 103, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(230, 13, 104, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(231, 13, 105, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(232, 13, 106, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(233, 13, 107, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(234, 13, 108, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(235, 25, 103, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(236, 25, 104, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(237, 25, 105, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(238, 25, 106, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(239, 25, 107, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(240, 25, 108, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(241, 26, 103, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(242, 26, 104, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(243, 26, 105, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(244, 26, 106, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(245, 26, 107, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(246, 26, 108, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(247, 27, 103, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(248, 27, 104, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(249, 27, 105, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(250, 27, 106, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(251, 27, 107, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(252, 27, 108, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(253, 18, 103, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(254, 18, 104, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(255, 18, 105, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(256, 18, 106, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(257, 18, 107, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(258, 18, 108, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(259, 3, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(260, 3, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(261, 3, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(262, 3, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(263, 3, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(264, 3, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(265, 28, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(266, 28, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(267, 28, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(268, 28, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(269, 28, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(270, 28, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(271, 31, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(272, 31, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(273, 31, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(274, 31, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(275, 31, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(276, 31, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(277, 20, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(278, 20, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(279, 20, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(280, 20, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(281, 20, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(282, 20, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(283, 32, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(284, 32, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(285, 32, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(286, 32, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(287, 32, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(288, 32, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(289, 33, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(290, 33, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(291, 33, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(292, 33, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(293, 33, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(294, 33, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(295, 23, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(296, 23, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(297, 23, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(298, 23, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(299, 23, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(300, 23, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(301, 30, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(302, 30, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(303, 30, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(304, 30, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(305, 30, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(306, 30, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(307, 13, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(308, 13, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(309, 13, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(310, 13, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(311, 13, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(312, 13, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(313, 34, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(314, 34, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(315, 34, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(316, 34, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(317, 34, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(318, 34, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(319, 25, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(320, 25, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(321, 25, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(322, 25, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(323, 25, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(324, 25, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(325, 35, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(326, 35, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(327, 35, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(328, 35, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(329, 35, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(330, 35, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(331, 36, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(332, 36, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(333, 36, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(334, 36, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(335, 36, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(336, 36, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(337, 37, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(338, 37, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(339, 37, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(340, 37, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(341, 37, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(342, 37, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(343, 16, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(344, 16, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(345, 16, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(346, 16, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(347, 16, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(348, 16, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(349, 18, 115, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(350, 18, 116, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(351, 18, 117, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(352, 18, 118, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(353, 18, 119, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(354, 18, 120, '0.64');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(355, 38, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(356, 38, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(357, 38, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(358, 38, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(359, 38, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(360, 38, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(361, 3, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(362, 3, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(363, 3, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(364, 3, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(365, 3, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(366, 3, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(367, 39, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(368, 39, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(369, 39, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(370, 39, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(371, 39, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(372, 39, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(373, 40, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(374, 40, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(375, 40, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(376, 40, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(377, 40, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(378, 40, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(379, 41, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(380, 41, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(381, 41, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(382, 41, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(383, 41, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(384, 41, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(385, 42, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(386, 42, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(387, 42, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(388, 42, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(389, 42, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(390, 42, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(391, 43, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(392, 43, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(393, 43, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(394, 43, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(395, 43, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(396, 43, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(397, 44, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(398, 44, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(399, 44, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(400, 44, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(401, 44, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(402, 44, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(403, 45, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(404, 45, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(405, 45, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(406, 45, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(407, 45, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(408, 45, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(409, 46, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(410, 46, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(411, 46, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(412, 46, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(413, 46, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(414, 46, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(415, 47, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(416, 47, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(417, 47, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(418, 47, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(419, 47, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(420, 47, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(421, 15, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(422, 15, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(423, 15, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(424, 15, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(425, 15, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(426, 15, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(427, 48, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(428, 48, 122, '0.65');
